
                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: cuda
2026-09-20 20:28:10,675 - nanochat.common - [32m[1mINFO[0m - Distributed world size: 1
2026-09-20 20:28:10,676 - nanochat.common - [33m[1mWARNING[0m - Peak flops undefined for: NVIDIA GB10, MFU will show as 0%
GPU: NVIDIA GB10 | Peak FLOPS (BF16): inf
COMPUTE_DTYPE: torch.bfloat16 (auto-detected: CUDA SM 121 (bf16 supported))
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
WARNING: Flash Attention 3 not available, using PyTorch SDPA fallback
WARNING: Training will be less efficient without FA3
WARNING: SDPA has no support for sliding window attention (window_pattern='SSSL'). Your GPU utilization will be terrible.
WARNING: Recommend using --window-pattern L for full context attention without alternating sliding window patterns.
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Vocab size: 32,768
Model config:
{
  "sequence_len": 2048,
  "vocab_size": 32768,
  "n_layer": 12,
  "n_head": 6,
  "n_kv_head": 6,
  "n_embd": 768,
  "window_pattern": "SSSL"
}
Parameter counts:
wte                     : 25,165,824
value_embeds            : 150,994,944
lm_head                 : 25,165,824
transformer_matrices    : 84,935,088
scalars                 : 50
total                   : 286,261,730
Estimated FLOPs per token: 7.596960e+08
Scaling the LR for the AdamW parameters ∝1/√(768/768) = 1.000000
Calculated number of iterations from target data:param ratio: 2,520
Total number of training tokens: 1,321,205,760
Tokens : Scaling params ratio: 12.00
Total training FLOPs estimate: 1.003715e+18
Tokens / micro-batch / rank: 16 x 2048 = 32,768
Tokens / micro-batch: 32,768
Total batch size 524,288 => gradient accumulation steps: 16
/home/shuqing/miniconda3/lib/python3.14/site-packages/nvidia_cutlass_dsl/dsl_packages/cutlass/base_dsl/dsl.py:2463: UserWarning: Argument aux_data (position 17) cannot be converted to a JitArgument for function 'cutlass___call___flash_attn_4flash_fwd_sm120FlashAttentionForwardSm120_object_at__Tensorgmemoi64i64i641_Tensorgmemoi64i64i641_Tensorgmemoi64i64i641_Tensorgmemoi64i64i641_Tensorgmem'. Its type `<class 'flash_attn_4.utils.AuxData'>` is not supported. If the value is known at compile time, annotate it: `aux_data: Constexpr`. Otherwise, implement the `JitArgument` or `DynamicExpression` protocol for type `<class 'flash_attn_4.utils.AuxData'>`, or register a custom argument adapter.
  exe_args, func_types, adapted_args = self.generate_mlir_function_types(
Step 00000 | Validation bpb: 3.165336
/home/shuqing/miniconda3/lib/python3.14/site-packages/nvidia_cutlass_dsl/dsl_packages/cutlass/base_dsl/dsl.py:2463: UserWarning: Argument aux_data (position 21) cannot be converted to a JitArgument for function 'cutlass___call___flash_attn_4flash_bwd_sm120FlashAttentionBackwardSm120_object_at__Tensorgmemoi64i64i641_Tensorgmemoi64i64i641_Tensorgmemoi64i64i641_Tensorgmemoi64i64i641_Tensorgme'. Its type `<class 'flash_attn_4.utils.AuxData'>` is not supported. If the value is known at compile time, annotate it: `aux_data: Constexpr`. Otherwise, implement the `JitArgument` or `DynamicExpression` protocol for type `<class 'flash_attn_4.utils.AuxData'>`, or register a custom argument adapter.
  exe_args, func_types, adapted_args = self.generate_mlir_function_types(
step 00000/02520 (0.00%) | loss: 10.397154 | lrm: 0.03 | dt: 14209.52ms | tok/sec: 36,896 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00001/02520 (0.04%) | loss: 10.384466 | lrm: 0.05 | dt: 10371.54ms | tok/sec: 50,550 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00002/02520 (0.08%) | loss: 10.362110 | lrm: 0.07 | dt: 10338.30ms | tok/sec: 50,713 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 3 | total time: 0.00m
step 00003/02520 (0.12%) | loss: 10.329272 | lrm: 0.10 | dt: 10387.34ms | tok/sec: 50,473 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 4 | total time: 0.00m
step 00004/02520 (0.16%) | loss: 10.280341 | lrm: 0.12 | dt: 10400.74ms | tok/sec: 50,408 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 5 | total time: 0.00m
step 00005/02520 (0.20%) | loss: 10.197920 | lrm: 0.15 | dt: 10362.65ms | tok/sec: 50,593 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 6 | total time: 0.00m
step 00006/02520 (0.24%) | loss: 10.079960 | lrm: 0.17 | dt: 10388.66ms | tok/sec: 50,467 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 7 | total time: 0.00m
step 00007/02520 (0.28%) | loss: 9.876982 | lrm: 0.20 | dt: 10391.84ms | tok/sec: 50,451 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 8 | total time: 0.00m
step 00008/02520 (0.32%) | loss: 9.580165 | lrm: 0.23 | dt: 10382.28ms | tok/sec: 50,498 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 9 | total time: 0.00m
step 00009/02520 (0.36%) | loss: 9.356150 | lrm: 0.25 | dt: 10386.88ms | tok/sec: 50,475 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 11 | total time: 0.00m
step 00010/02520 (0.40%) | loss: 9.118230 | lrm: 0.28 | dt: 10407.85ms | tok/sec: 50,374 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 12 | total time: 0.00m
step 00011/02520 (0.44%) | loss: 8.869245 | lrm: 0.30 | dt: 10415.48ms | tok/sec: 50,337 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 13 | total time: 0.17m | eta: 435.5m
step 00012/02520 (0.48%) | loss: 8.649198 | lrm: 0.33 | dt: 10371.93ms | tok/sec: 50,548 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 14 | total time: 0.35m | eta: 434.5m
step 00013/02520 (0.52%) | loss: 8.430649 | lrm: 0.35 | dt: 10420.41ms | tok/sec: 50,313 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 15 | total time: 0.52m | eta: 434.7m
step 00014/02520 (0.56%) | loss: 8.235237 | lrm: 0.38 | dt: 10411.40ms | tok/sec: 50,357 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 16 | total time: 0.69m | eta: 434.6m
step 00015/02520 (0.60%) | loss: 8.046483 | lrm: 0.40 | dt: 10407.23ms | tok/sec: 50,377 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 17 | total time: 0.87m | eta: 434.4m
step 00016/02520 (0.63%) | loss: 7.856341 | lrm: 0.42 | dt: 10430.80ms | tok/sec: 50,263 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 18 | total time: 1.04m | eta: 434.4m
step 00017/02520 (0.67%) | loss: 7.700896 | lrm: 0.45 | dt: 10434.19ms | tok/sec: 50,247 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 19 | total time: 1.21m | eta: 434.4m
step 00018/02520 (0.71%) | loss: 7.543910 | lrm: 0.47 | dt: 10408.20ms | tok/sec: 50,372 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 20 | total time: 1.39m | eta: 434.2m
step 00019/02520 (0.75%) | loss: 7.406896 | lrm: 0.50 | dt: 10413.27ms | tok/sec: 50,348 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 21 | total time: 1.56m | eta: 434.0m
step 00020/02520 (0.79%) | loss: 7.274130 | lrm: 0.53 | dt: 10430.31ms | tok/sec: 50,265 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 22 | total time: 1.74m | eta: 433.9m
step 00021/02520 (0.83%) | loss: 7.146982 | lrm: 0.55 | dt: 10412.32ms | tok/sec: 50,352 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 23 | total time: 1.91m | eta: 433.7m
step 00022/02520 (0.87%) | loss: 7.034887 | lrm: 0.57 | dt: 10406.60ms | tok/sec: 50,380 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 24 | total time: 2.08m | eta: 433.5m
step 00023/02520 (0.91%) | loss: 6.926713 | lrm: 0.60 | dt: 10452.01ms | tok/sec: 50,161 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 25 | total time: 2.26m | eta: 433.5m
step 00024/02520 (0.95%) | loss: 6.828571 | lrm: 0.62 | dt: 10421.14ms | tok/sec: 50,310 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 27 | total time: 2.43m | eta: 433.3m
step 00025/02520 (0.99%) | loss: 6.745824 | lrm: 0.65 | dt: 10397.37ms | tok/sec: 50,425 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 28 | total time: 2.60m | eta: 433.1m
step 00026/02520 (1.03%) | loss: 6.660475 | lrm: 0.68 | dt: 10416.12ms | tok/sec: 50,334 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 29 | total time: 2.78m | eta: 432.9m
step 00027/02520 (1.07%) | loss: 6.572996 | lrm: 0.70 | dt: 10417.44ms | tok/sec: 50,327 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 30 | total time: 2.95m | eta: 432.8m
step 00028/02520 (1.11%) | loss: 6.507997 | lrm: 0.72 | dt: 10392.86ms | tok/sec: 50,446 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 31 | total time: 3.12m | eta: 432.5m
step 00029/02520 (1.15%) | loss: 6.456416 | lrm: 0.75 | dt: 10416.82ms | tok/sec: 50,330 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 32 | total time: 3.30m | eta: 432.4m
step 00030/02520 (1.19%) | loss: 6.394691 | lrm: 0.78 | dt: 10438.83ms | tok/sec: 50,224 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 33 | total time: 3.47m | eta: 432.3m
step 00031/02520 (1.23%) | loss: 6.344900 | lrm: 0.80 | dt: 10408.18ms | tok/sec: 50,372 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 34 | total time: 3.65m | eta: 432.1m
step 00032/02520 (1.27%) | loss: 6.295076 | lrm: 0.82 | dt: 10417.31ms | tok/sec: 50,328 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 35 | total time: 3.82m | eta: 431.9m
step 00033/02520 (1.31%) | loss: 6.251633 | lrm: 0.85 | dt: 10429.49ms | tok/sec: 50,269 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 36 | total time: 3.99m | eta: 431.7m
step 00034/02520 (1.35%) | loss: 6.202169 | lrm: 0.88 | dt: 10493.61ms | tok/sec: 49,962 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 37 | total time: 4.17m | eta: 431.7m
step 00035/02520 (1.39%) | loss: 6.158095 | lrm: 0.90 | dt: 10406.55ms | tok/sec: 50,380 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 38 | total time: 4.34m | eta: 431.5m
step 00036/02520 (1.43%) | loss: 6.121749 | lrm: 0.93 | dt: 10414.28ms | tok/sec: 50,343 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 39 | total time: 4.51m | eta: 431.3m
step 00037/02520 (1.47%) | loss: 6.081969 | lrm: 0.95 | dt: 10467.97ms | tok/sec: 50,084 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 40 | total time: 4.69m | eta: 431.2m
step 00038/02520 (1.51%) | loss: 6.055023 | lrm: 0.97 | dt: 11109.11ms | tok/sec: 47,194 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 41 | total time: 4.87m | eta: 432.1m
